"treatment"	"dose_uM"	"cell_line"	"plateID"	"replID"	"timeID"	"timeAfterExposure"	"cell_count"	"AnVPos_0"	"AnVPos_0.1"	"PIPos_0"	"PIPos_0.1"	"norm_count"	"dose_level"
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"1"	0.7	850	0.0882352941176471	0.0647058823529412	0.0717647058823529	0.0529411764705882	0.214502959462463	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"2"	2.2	860	0.11046511627907	0.0767441860465116	0.0616279069767442	0.0383720930232558	0.226198999225654	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"3"	3.7	860	0.0767441860465116	0.0523255813953488	0.00930232558139535	0.00581395348837209	0.226198999225654	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"4"	5.2	875	0.0822857142857143	0.0525714285714286	0.00571428571428571	0.00342857142857143	0.243490496335715	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"5"	6.7	884	0.082579185520362	0.0497737556561086	0.00678733031674208	0.00339366515837104	0.253723672615744	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"6"	8.2	881	0.0998864926220204	0.0635641316685585	0.00454029511918275	0	0.25032423591428	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"7"	9.7	941	0.0913921360255048	0.0605738575982997	0.00425079702444208	0.00212539851222104	0.31620974956348	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"8"	11.2	954	0.107966457023061	0.0639412997903564	0.00314465408805031	0.00209643605870021	0.329930281426387	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"9"	12.7	997	0.111334002006018	0.0752256770310933	0.00200601805416249	0.00100300902708124	0.374017379939939	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"10"	14.2	1024	0.1103515625	0.07421875	0.001953125	0.001953125	0.400738415577554	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"11"	15.7	1034	0.104448742746615	0.0638297872340425	0.00193423597678917	0	0.410456665046475	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"12"	17.2	1074	0.104283054003724	0.0642458100558659	0.00186219739292365	0	0.448411885046911	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"13"	18.7	1106	0.115732368896926	0.0687160940325497	0.00180831826401447	0	0.477771792060381	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"14"	20.2	1113	0.118598382749326	0.078167115902965	0.00179694519317161	0	0.484080961253645	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"15"	21.7	1180	0.101694915254237	0.0567796610169492	0.000847457627118644	0	0.542536327437811	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"16"	23.2	1169	0.108639863130881	0.0641573994867408	0.000855431993156544	0	0.533170571450169	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"17"	24.7	1178	0.114601018675722	0.0713073005093379	0	0	0.540839974189632	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"18"	26.2	1208	0.115894039735099	0.0736754966887417	0	0	0.565987988472861	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"19"	27.7	1214	0.121911037891269	0.0724876441515651	0	0	0.570942581597544	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"20"	29.2	1230	0.122764227642276	0.0764227642276423	0	0	0.584036058344564	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"21"	30.7	1254	0.115629984051037	0.069377990430622	0	0	0.603360331170967	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"22"	32.2	1280	0.13125	0.0734375	0	0	0.623881966891763	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"23"	33.7	1251	0.126298960831335	0.0743405275779376	0	0	0.600965120445012	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"24"	35.2	1319	0.137983320697498	0.0796057619408643	0	0	0.653895762695415	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"25"	36.7	1326	0.119155354449472	0.0776772247360483	0	0	0.659188780723908	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"26"	38.2	1320	0.134848484848485	0.0833333333333333	0.000757575757575758	0.000757575757575758	0.654653625558517	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"27"	39.7	1317	0.140470766894457	0.0774487471526196	0.000759301442672741	0	0.652378311721382	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"28"	41.2	1358	0.149484536082474	0.0920471281296024	0	0	0.683034918096742	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"29"	42.7	1322	0.138426626323752	0.075642965204236	0.00075642965204236	0	0.656167630389732	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"30"	44.2	1367	0.130943672275055	0.0738844184345282	0	0	0.68964044670205	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"31"	45.7	1393	0.124910265613783	0.0689160086145011	0.000717875089734386	0	0.708481583757906	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"32"	47.2	1391	0.13803019410496	0.0740474478792236	0	0	0.707044801901543	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"33"	48.7	1400	0.134285714285714	0.085	0.00142857142857143	0.000714285714285714	0.71349412558145	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"34"	50.2	1451	0.140592694693315	0.0827015851137147	0.000689179875947622	0	0.749274862862288	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"35"	51.7	1434	0.126917712691771	0.0732217573221757	0	0	0.737489631137666	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"36"	53.2	1408	0.115767045454545	0.0710227272727273	0.000710227272727273	0	0.719192146696088	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"37"	54.7	1396	0.120343839541547	0.0680515759312321	0	0	0.710632893300418	1
"AMI "	0.81	"HepG2MDM2-GFP"	"20180525_SBP-TQ_MDM2_rep3"	"3"	"38"	56.2	1413	0.123849964614296	0.0820948336871904	0.000707714083510262	0	0.722736992662628	1
