"","treatment","dose_uM","timeID","mean_time","mean_count","sd_count","mean_count_norm","sd_count_norm","mean_PI","sd_PI","mean_AnV","sd_AnV"
"137","DEM",40,11,17.3909090909091,1070.16922281214,229.307099013959,1.19448267334481,0.0873945181242692,0.000606572654023603,0.00100384229300481,0.0259523469166219,0.0302187919444638
"138","DEM",40,12,19.0588235294118,1082.56233217144,231.945841431113,1.20367916817239,0.0902217563925292,0.000605962272407223,0.00102867437546433,0.028782774799027,0.0317948934933805
"139","DEM",40,13,20.6911764705882,1090.43314800248,227.345877888277,1.2140746254518,0.0886354176132434,0.000600094736789622,0.00114427321210948,0.0321394483646244,0.038654835991317
"140","DEM",40,14,22.3235294117647,1100.13604080383,231.230118146425,1.22518366601135,0.103824539917406,0.000745089609900132,0.00113578913730576,0.0339277547836965,0.0350889217985761
"141","DEM",40,15,23.9558823529412,1110.19086367564,230.163178689071,1.23757858624625,0.110019668900585,0.00069226258085568,0.0010870770788159,0.034535159192737,0.0371310124043078
"142","DEM",40,16,25.5882352941176,1115.49643269179,227.875052361179,1.24442385686291,0.109748938355149,0.000826818138195978,0.00109872341459329,0.0340689204506563,0.0352200547586495
"143","DEM",40,17,27.2205882352941,1126.00203835336,230.498965643084,1.25622262317934,0.112588887503461,0.00105909876345643,0.00174981682800674,0.0362573988553474,0.0342085648376163
"144","DEM",40,18,28.8529411764706,1127.27880419451,230.22358765298,1.25774410090321,0.114914086965445,0.001037090002068,0.00151161770682567,0.0374426149832145,0.0359633132723044
"145","DEM",40,19,30.4852941176471,1142.16178902205,223.479584380315,1.27765715706204,0.123939069755576,0.000839459366002641,0.00121554291380723,0.0378262756997454,0.0316814032769185
"146","DEM",40,20,32.1176470588235,1138.59567637227,221.721521049531,1.2744595535857,0.126630654141982,0.0011985634979884,0.00179539098042129,0.0384430247446297,0.030781987243493
"147","DEM",40,21,33.8617647058824,1139.23783513472,226.504790297232,1.27448197041781,0.13113123120894,0.00108207489689569,0.00149740607262691,0.0414406241023391,0.0397466340439033
"148","DEM",40,22,35.4941176470588,1147.46410524473,231.342594993553,1.28434293841471,0.145951492948668,0.00124150475974054,0.00218396506974636,0.0434230821461079,0.0411857941797091
"149","DEM",40,23,37.1264705882353,1153.16087512524,233.171141325013,1.29139907350197,0.153787649906702,0.00150073407260947,0.00251398549764217,0.0466628641861204,0.0443938807172644
"150","DEM",40,24,38.7588235294118,1162.85232936049,239.49200269841,1.30358356306221,0.173917150233384,0.00145554937292213,0.00273079060452422,0.0437820842693762,0.0366221905532406
"151","DEM",40,25,40.3911764705882,1155.68212647894,238.705211859803,1.29647047439973,0.181788649989896,0.00165410510442475,0.00351391832707447,0.0436221840399614,0.03642220663646
"152","DEM",40,26,42.0235294117647,1155.22607011266,247.865814533029,1.29472407395507,0.189266214683482,0.00164220085526933,0.00322653522026082,0.042869850856337,0.0371313388785283
"153","DEM",40,27,43.6558823529412,1159.11646616348,258.33834892321,1.29867135816925,0.206698879797198,0.00181874061168243,0.00327629190627401,0.0442581222892758,0.0353652137568944
"154","DEM",40,28,45.2882352941176,1159.28272683196,260.709529200784,1.29967170107724,0.214788682312,0.00171869678644358,0.00339718461919534,0.0474843844977415,0.0381302424980801
"155","DEM",40,29,46.9205882352941,1157.7991853049,259.327174022648,1.29858875432309,0.215439738227436,0.00237023554471048,0.00404027381637172,0.0462572933631122,0.035730035762438
"156","DEM",40,30,48.069696969697,1169.54435465608,245.760867863039,1.30812156274824,0.206951816243946,0.00236499714845373,0.00407040868290038,0.0468135896865215,0.0327206041967642
"157","DEM",40,31,49.190625,1184.26975661558,224.215594673273,1.3047480748829,0.185207649728589,0.00187113115420595,0.00359736507909569,0.0483632922731483,0.032967752857184
"158","DEM",40,32,50.8,1193.51581736737,215.875038929043,1.31740512114059,0.192838138096449,0.00183360093866006,0.00333670620569886,0.05131004432889,0.0389935347335729
"159","DEM",40,33,50.6178571428571,1199.11959613013,226.482378214318,1.34290929490313,0.1838475195195,0.00107676530208342,0.00130570578204212,0.0446691569658632,0.0325732920800546
"160","DEM",40,34,50.436,1213.35975143434,228.337483119323,1.3606044200772,0.194515208426871,0.000756589242326499,0.000951091671448427,0.0461189982636862,0.0306911001042051
"161","DEM",40,35,51.936,1213.79305534114,214.956019359033,1.36314657930797,0.189057057387282,0.000919317850107333,0.00120220728097927,0.0459409711636973,0.0314978862937855
"162","DEM",40,36,53.436,1221.89196117702,211.084415849215,1.3744955877224,0.198027227914333,0.000846620113864577,0.00108586720474839,0.0474607135100002,0.0338289904965726
"163","DEM",40,37,54.936,1229.22224755939,214.199103494543,1.3827584371846,0.203153757407848,0.000791431728547581,0.000963121100385994,0.0506112094576102,0.0360224662791711
"164","DEM",40,38,56.436,1222.44632549855,216.817565459885,1.37491948192641,0.211277083958515,0.000984161053948234,0.00107111488291786,0.0496077011707123,0.0321888641923636
"165","DEM",40,39,57.936,1219.65744325568,226.540877046198,1.36728686665577,0.189867450797735,0.00104269757127476,0.00137137862907379,0.0484392233124135,0.0346457172669567
"166","DEM",40,40,59.436,1221.5627314785,222.578609429277,1.37104312623205,0.197866201582297,0.0011290801899118,0.00133534515832243,0.0498482458542282,0.0367248769235007
"167","DEM",40,41,60.936,1204.20230703901,222.625812660976,1.35119065147776,0.19438070691855,0.00130121889920635,0.00172009754612254,0.0490556408143029,0.0332805593648505
