"treatment"	"dose_uM"	"cell_line"	"plateID"	"replID"	"timeID"	"timeAfterExposure"	"cell_count"	"GFP_int"	"norm_count"	"dose_level"
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"1"	0.8	946.715363881402	0.205873065930599	0.0579934945125718	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"2"	2.3	937.519804666305	0.215009905629148	0.0482328952274964	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"3"	3.8	956.264502394891	0.211428028866697	0.0680295635575661	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"4"	5.3	930.187772925764	0.239297180916103	0.0403814847674107	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"5"	6.8	963.743766578249	0.216773014268354	0.0758204696027993	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"6"	8.3	968.41281512605	0.203067968937291	0.0806534709032879	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"7"	9.8	998.586347427407	0.204137306221966	0.111335638888727	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"8"	11.3	981.09123898393	0.203957659606099	0.093660473969058	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"9"	12.8	1002.15736040609	0.19021251308847	0.114905328256461	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"10"	14.3	972.893137768465	0.217012756812728	0.0852692612070939	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"11"	15.8	999.260294865277	0.207357743320842	0.112010312759251	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"12"	17.3	981.567888487352	0.20659084649736	0.0941461920503298	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"13"	18.8	978.673426937077	0.221312856967667	0.0911930213043604	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"14"	20.3	996.540499235863	0.229077635991898	0.109284792936722	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"15"	21.8	1002.81882591093	0.23829743990199	0.115565152082153	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"16"	23.3	1009.52030075188	0.238063254733574	0.122225559889001	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"17"	24.8	1006.8935208438	0.235694366794022	0.11962016077315	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"18"	26.3	1034.35871156662	0.226510298796116	0.14653192394418	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"19"	27.8	1026.83571077226	0.237435461516785	0.139232239723905	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"20"	29.3	1044.55651755652	0.246465724406955	0.156342701837351	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"21"	30.8	1051.88369876072	0.233514932399728	0.163332847306127	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"22"	32.3	1052.75119617225	0.260458071092377	0.164157215905869	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"23"	33.8	1032.96587030717	0.259817306653411	0.145184441809626	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"24"	35.3	1041.87258687259	0.257939094502261	0.153769949991955	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"25"	36.8	1065.39486203616	0.255958709128523	0.176095784532035	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"26"	38.3	1048.45839345839	0.263686896400499	0.160071180217049	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"27"	39.8	1095.95041322314	0.238323014852696	0.204372235703571	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"28"	41.3	1085.34814814815	0.255605989350106	0.194651101003478	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"29"	42.8	1088.00833333333	0.242506837536839	0.197099099328949	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"30"	44.3	1125.06915132465	0.246818346214282	0.230594793222253	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"31"	45.8	1115.5556561086	0.232509416070525	0.222102918675353	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"32"	47.3	1116.49069450749	0.235408171844131	0.222940749353315	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"33"	48.8	1116.71622846781	0.229454116254756	0.223142731497264	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"34"	50.3	1108.03008204193	0.251477288270615	0.215334029424686	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"35"	51.8	1152.55555555556	0.24319419722835	0.254731990724277	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"36"	53.3	1167.88687392055	0.235767271557005	0.267946316806064	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"37"	54.8	1191.30489864865	0.230923307607883	0.287799551444877	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"38"	56.3	1192.00423370025	0.225066937307704	0.288386412009613	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"39"	57.8	1223.50862777321	0.224375222993877	0.314472947201458	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"40"	59.3	1269.19066455696	0.213761687053809	0.3511297169348	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"41"	60.8	1250.16666666667	0.211674288164525	0.336027167370249	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"42"	62.3	1274.07541241163	0.203938025982142	0.354971040424634	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"43"	63.8	1296.54886056392	0.203855133538318	0.372456303410129	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"44"	65.3	1305.40675364543	0.196469920440073	0.379264972437846	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"45"	66.8	1276.73254901961	0.212184037004546	0.357054409779953	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"46"	68.3	1260.07350019865	0.210708385979211	0.343920344363851	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"47"	69.8	1306.24808575804	0.195800907967795	0.379909262892325	1
"AMI "	0.81	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"48"	71.3	1303.82226487524	0.186482300256631	0.378050445883284	1
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"1"	0.8	990.342857142857	0.201673070452779	0.103046216148575	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"2"	2.3	1007.65067778936	0.202501954465266	0.12037185138558	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"3"	3.8	1011.83884297521	0.196528105244962	0.124519603723147	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"4"	5.3	1012.60925449871	0.217794637817732	0.125280711465706	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"5"	6.8	1029.74206755374	0.194812351599102	0.142058642641321	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"6"	8.3	1051.97683786506	0.188788419549999	0.1634213884454	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"7"	9.8	1043.48790322581	0.188503031659625	0.155319146578305	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"8"	11.3	1039.53158160687	0.18449779039754	0.151520501001419	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"9"	12.8	1071.74876847291	0.17517337228185	0.182041969025531	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"10"	14.3	1070.8407079646	0.190201594381306	0.181194339955512	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"11"	15.8	1074.6546692607	0.185541625027008	0.184749663685462	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"12"	17.3	1089.85356454721	0.186952508599965	0.198793634374729	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"13"	18.8	1088.41798941799	0.191270444694378	0.197475547716116	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"14"	20.3	1087.73250239693	0.202559203888833	0.196845548048071	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"15"	21.8	1092.6931166348	0.199317521872762	0.201395689775623	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"16"	23.3	1100.36394069823	0.196664270459275	0.208391271874834	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"17"	24.8	1109.24692526017	0.203225657061869	0.216431630975051	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"18"	26.3	1115.39510818438	0.199238071215391	0.221958990869272	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"19"	27.8	1107.36960600375	0.205447843952776	0.214737770373724	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"20"	29.3	1122.08275543227	0.205345509869534	0.22793685306115	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"21"	30.8	1117.80739030023	0.198555392029999	0.224119370911573	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"22"	32.3	1115.98337950139	0.228133138070185	0.222486262539118	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"23"	33.8	1136.81859617138	0.215639518779079	0.240983947626967	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"24"	35.3	1129.60339293902	0.213920737908667	0.23461688302728	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"25"	36.8	1138.21786197564	0.202180507383131	0.242214051852944	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"26"	38.3	1167.60194174757	0.196157182223696	0.267702314631887	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"27"	39.8	1192.16055846422	0.192600755787467	0.288517547881351	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"28"	41.3	1193.49098108227	0.19475400235152	0.289632901682118	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"29"	42.8	1182.10157618214	0.185778103598995	0.280044142758729	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"30"	44.3	1191.12068965517	0.196995764377205	0.287644911573018	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"31"	45.8	1198.01724137931	0.175174469207139	0.293418183002931	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180119_SBP-TQ_BTG2_rep1"	"1"	"32"	47.3	1230.03273932864	0.170590121759586	0.319791077981251	2
