"treatment"	"dose_uM"	"cell_line"	"plateID"	"replID"	"timeID"	"timeAfterExposure"	"cell_count"	"GFP_int"	"norm_count"	"dose_level"
"AMI "	0.81	"HepG2 NRF-2-GFP"	"20180504_SBP-TQ_NRF2_rep2"	"2"	1	0.6	461.85152838428	3.12712206557815	-0.207023330576105	1
"AMI "	0.81	"HepG2 NRF-2-GFP"	"20180504_SBP-TQ_NRF2_rep2"	"2"	2	2.6	469.792207792208	3.05322217221868	-0.18997631701099	1
"AMI "	0.81	"HepG2 NRF-2-GFP"	"20180504_SBP-TQ_NRF2_rep2"	"2"	3	4.6	470.054112554113	3.25326918329035	-0.189418981704112	1
"AMI "	0.81	"HepG2 NRF-2-GFP"	"20180504_SBP-TQ_NRF2_rep2"	"2"	4	6.6	476.672340425532	3.23687772608595	-0.175437465369137	1
"AMI "	0.81	"HepG2 NRF-2-GFP"	"20180504_SBP-TQ_NRF2_rep2"	"2"	5	8.6	506.510574018127	3.11704277671297	-0.114721602764008	1
"AMI "	0.81	"HepG2 NRF-2-GFP"	"20180504_SBP-TQ_NRF2_rep2"	"2"	6	10.6	489.355140186916	3.2377949534113	-0.149178318946701	1
"AMI "	0.81	"HepG2 NRF-2-GFP"	"20180504_SBP-TQ_NRF2_rep2"	"2"	7	12.6	506.654345654346	3.16401420293539	-0.114437795785712	1
"AMI "	0.81	"HepG2 NRF-2-GFP"	"20180504_SBP-TQ_NRF2_rep2"	"2"	8	14.6	532.17680608365	3.0347170468535	-0.065291026484079	1
"AMI "	0.81	"HepG2 NRF-2-GFP"	"20180504_SBP-TQ_NRF2_rep2"	"2"	9	16.6	526.892100192678	3.04800128971894	-0.0752710187636134	1
"AMI "	0.81	"HepG2 NRF-2-GFP"	"20180504_SBP-TQ_NRF2_rep2"	"2"	10	18.6	532.725118483412	3.10137721850024	-0.0642612369127236	1
