"treatment"	"dose_uM"	"cell_line"	"plateID"	"replID"	"timeID"	"timeAfterExposure"	"cell_count"	"GFP_int"	"norm_count"	"dose_level"
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"21"	31	986.886075949367	0.354037191977636	0.141421119610552	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"22"	32.5	990.816666666667	0.346116095288994	0.145396030306533	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"23"	34	977.067510548523	0.365065798209678	0.131422260909498	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"24"	35.5	986.347576862949	0.383132219794383	0.140875315925298	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"25"	37	998.020030816641	0.352000600922197	0.152639858477645	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"26"	38.5	979.183438155136	0.366616581026166	0.133585509375308	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"27"	40	1012.08804071247	0.353774859503367	0.166637354223906	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"28"	41.5	995.208633093525	0.383547848508526	0.149818908088572	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"29"	43	1016.76594676042	0.368083324550732	0.171248740125924	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"30"	44.5	1017.24324324324	0.375062680720819	0.171718056089616	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"31"	46	1019.33499501496	0.361945913468245	0.173772239393708	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"32"	47.5	1031.88406512087	0.368776788794742	0.186008111140781	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"33"	49	1043.93774319066	0.368555678655453	0.197621645114374	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"34"	50.5	1029.68415841584	0.369812350826597	0.183873903293639	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"35"	52	1044.0156555773	0.349865992734427	0.197696275502887	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"36"	53.5	1050.45348837209	0.363055300690131	0.203843755009085	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"37"	55	1051.19779164666	0.359832884799845	0.204552058344433	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"38"	56.5	1055.40539239287	0.349772647480125	0.208546741703235	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"39"	58	1053.09143407122	0.346493349171826	0.206351851749809	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"40"	59.5	1073.48582230624	0.348540400078074	0.225532921659983	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"41"	61	1065.01903855307	0.353793381785496	0.217614465968436	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"42"	62.5	1059.7111534795	0.358910624094796	0.212618164663729	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"43"	64	1044.43968871595	0.371093338947491	0.198102348963485	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"44"	65.5	1046.52690256907	0.351519673222965	0.200098760149645	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"45"	67	1050.13638554217	0.361751814553143	0.203541837118048	2
"AMI "	4.04	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"46"	68.5	1085.9268747089	0.344877313134056	0.237055675113657	2
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"1"	1	744.446028513238	0.310004705592049	-0.14049313269678	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"2"	2.5	756.915887850467	0.31678605691873	-0.123881353809829	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"3"	4	784.332469215813	0.330089917450912	-0.0883004902546071	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"4"	5.5	807.907255520505	0.329391496494117	-0.0586862194295618	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"5"	7	823.085080147966	0.333428115766066	-0.0400739151914606	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"6"	8.5	855.962611275964	0.334906641680353	-0.00090679181907531	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"7"	10	878.156376226197	0.322718715007971	0.0246911942265658	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"8"	11.5	897.117051209904	0.318632830489483	0.0460528568273172	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"9"	13	922.115384615385	0.313092712701942	0.0735368731391989	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"10"	14.5	953.3934252386	0.312875785030965	0.106894158035368	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"11"	16	962.668589407446	0.345897481837872	0.116575720058558	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"12"	17.5	988.415431783342	0.347026394938185	0.142969598294516	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"13"	19	1007.68275515334	0.342525536162865	0.162275183472997	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"14"	20.5	1029.11504424779	0.333841781363625	0.18332104298379	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"15"	22	1032.03576678099	0.332456272396566	0.186155114583502	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"16"	23.5	1073.19503047351	0.303256204528874	0.225261999380941	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"17"	25	1064.72727272727	0.32897958114005	0.217340474811764	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"18"	26.5	1093.73679375287	0.315410015768619	0.244221874724882	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"19"	28	1117.81278127813	0.330867760362722	0.265995692495003	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"20"	29.5	1097.43701328447	0.351962393742372	0.247599263626672	3
"AMI "	8.07	"HepG2 BTG2-GFP"	"20180504_SBP-TQ_BTG2_rep3"	"3"	"21"	31	1109.3970988214	0.350275275003725	0.258438503938778	3
