"treatment"	"dose_uM"	"cell_line"	"plateID"	"replID"	"timeID"	"timeAfterExposure"	"cell_count"	"GFP_int"	"norm_count"	"dose_level"
"AMI "	0.81	"HepG2p21-GFP"	"20180601_SBP-TQ_p21_rep3"	"3"	"1"	0.7	979.557427258806	0.954872841530337	-0.0543044282576212	1
"AMI "	0.81	"HepG2p21-GFP"	"20180601_SBP-TQ_p21_rep3"	"3"	"2"	2.2	1005.51218299354	0.991321201517735	-0.0281529675872138	1
"AMI "	0.81	"HepG2p21-GFP"	"20180601_SBP-TQ_p21_rep3"	"3"	"3"	3.7	1011.00395647873	1.01642553780451	-0.022706160636302	1
"AMI "	0.81	"HepG2p21-GFP"	"20180601_SBP-TQ_p21_rep3"	"3"	"4"	5.2	1021.03525954946	1.02609087091229	-0.0128329411831781	1
"AMI "	0.81	"HepG2p21-GFP"	"20180601_SBP-TQ_p21_rep3"	"3"	"5"	6.7	1055.69919469446	1.04142134841155	0.0205532770985946	1
"AMI "	0.81	"HepG2p21-GFP"	"20180601_SBP-TQ_p21_rep3"	"3"	"6"	8.2	1075.72338447234	1.04031025049304	0.0393433369635647	1
"AMI "	0.81	"HepG2p21-GFP"	"20180601_SBP-TQ_p21_rep3"	"3"	"7"	9.7	1115.00807174888	1.01971166152247	0.0752116300245697	1
"AMI "	0.81	"HepG2p21-GFP"	"20180601_SBP-TQ_p21_rep3"	"3"	"8"	11.2	1124.08896797153	1.01219195337741	0.0833228872406762	1
"AMI "	0.81	"HepG2p21-GFP"	"20180601_SBP-TQ_p21_rep3"	"3"	"9"	12.7	1182.12182741117	0.968886523434031	0.133660968450479	1
"AMI "	0.81	"HepG2p21-GFP"	"20180601_SBP-TQ_p21_rep3"	"3"	"10"	14.2	1192.57568134172	0.975488200968528	0.142465392106105	1
"AMI "	0.81	"HepG2p21-GFP"	"20180601_SBP-TQ_p21_rep3"	"3"	"11"	15.7	1210.55968608013	0.956497259359937	0.15743278904663	1
"AMI "	0.81	"HepG2p21-GFP"	"20180601_SBP-TQ_p21_rep3"	"3"	"12"	17.2	1230.13739837398	0.959452647267694	0.173475855042813	1
"AMI "	0.81	"HepG2p21-GFP"	"20180601_SBP-TQ_p21_rep3"	"3"	"13"	18.7	1285.00700389105	0.951540745878232	0.217114154733229	1
