"treatment"	"dose_uM"	"cell_line"	"plateID"	"replID"	"timeID"	"timeAfterExposure"	"cell_count"	"GFP_int"	"norm_count"	"dose_level"
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"1"	0.5	983.797558494405	2.5928725741917	0.308761735696138	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"2"	2	1031.58749394086	2.64173154225932	0.356195744007784	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"3"	3.5	1067.19521351478	2.99812655550785	0.390130783111216	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"4"	5	1069.06176883482	3.27760234449577	0.391878284287766	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"5"	6.5	1097.11770072993	3.35645348959684	0.417783340848592	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"6"	8	1104.04805077063	3.5027053767495	0.424080343185906	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"7"	9.5	1124.00355871886	3.6371985325299	0.441993789615871	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"8"	11	1124.52690084482	3.82998559702015	0.442459286654777	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"9"	12.5	1137.0219876869	3.84327023448182	0.453509424945816	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"10"	14	1151.01390095569	3.97344856760431	0.465740078981786	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"11"	15.5	1182.65412262156	3.90470926791782	0.492858041175342	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"12"	17	1211.57449442839	3.8892195194515	0.517017620830198	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"13"	18.5	1201.01332223147	3.91169557236266	0.508262507681439	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"14"	20	1237.5002020202	3.80069918687479	0.538190250738743	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"15"	21.5	1271.00078678206	3.8011864786436	0.564901483262538	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"16"	23	1267.25572217837	3.79548158316067	0.561950585819296	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"17"	24.5	1299.50019238169	3.81427402187184	0.587076595171649	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"18"	26	1313.61895698515	3.7197520080155	0.597882762963734	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"19"	27.5	1305.0122605364	3.74191095387719	0.591309307806972	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"20"	29	1331.0007513148	3.62115591271647	0.611027975916146	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"21"	30.5	1333.6366704162	3.61430521891079	0.613006421418489	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"22"	32	1344.5671253254	3.55728066429916	0.621168993374859	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"23"	33.5	1393.00071787509	3.25939401399788	0.65655708217158	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"24"	35	1394.00071736011	3.16342229652554	0.657274698973134	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"25"	36.5	1411.50867871059	3.01846563793874	0.669755989294765	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"26"	38	1425.02526315789	2.83516379962241	0.679286414124721	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"27"	39.5	1443.52926913751	2.73843372729074	0.692187868451451	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"28"	41	1442.60831889081	2.61719189955129	0.69154967969581	1
"AMI "	0.81	"HepG2 MDM2-GFP"	"20180112_SBP-TQ_MDM2_rep1"	"1"	"29"	42.5	1458.0109739369	2.49741832503641	0.702170032293234	1
